"38","16","Wrong section town deal movement","expedite next-generation info-mediaries","media","IMAGE","311.75","true","436"
"39","0","Scientist few","maximize dot-com supply-chains","food","IMAGE","252.33","false","0"
"40","24","His himself clearly very","incentivize front-end supply-chains","food","IMAGE","482.04","false","0"
"41","13","Man tell response","innovate B2C convergence","media","IMAGE","18.78","false","0"
"42","12","Another likely character allow","re-intermediate end-to-end functionalities","gadgets","IMAGE","53.89","false","0"
"43","6","Situation since book art","scale plug-and-play e-business","gadgets","IMAGE","333.15","false","0"
"44","4","Son true their race","exploit 24/7 deliverables","clothing","IMAGE","19.50","false","0"
"45","11","Lay smile away","integrate revolutionary models","gadgets","IMAGE","461.03","true","118"
"46","2","Single recognize information figure box","brand cutting-edge infrastructures","food","IMAGE","212.08","true","213"
"47","24","Safe air land","innovate next-generation web-readiness","media","IMAGE","470.41","false","0"
"48","2","Audience grow ahead girl","implement bleeding-edge relationships","food","IMAGE","305.18","true","2"
"49","6","Security fall ready","re-contextualize bleeding-edge eyeballs","clothing","IMAGE","232.14","false","0"
"50","11","Candidate whom gun","syndicate distributed technologies","misc","IMAGE","325.41","true","304"
"51","2","Mouth film","synergize B2B channels","clothing","IMAGE","161.65","true","122"
"52","24","Fact information animal","enable vertical interfaces","food","IMAGE","359.09","true","216"
"53","9","Indicate unit opportunity fear great","incentivize visionary functionalities","gadgets","IMAGE","326.67","true","193"
"54","13","Individual rock","harness visionary e-tailers","gadgets","IMAGE","150.60","true","487"
"55","5","Everybody newspaper","scale B2C systems","media","IMAGE","94.98","false","0"
"56","13","Easy law view","orchestrate synergistic bandwidth","food","IMAGE","247.96","true","151"
"57","0","Peace account fear shoulder","whiteboard seamless users","misc","IMAGE","79.54","false","0"
"58","2","Set discussion seven evidence","utilize 24/7 niches","food","IMAGE","0.32","false","0"
"59","16","Report know second government the","innovate 24/365 metrics","food","IMAGE","18.09","false","0"
"60","9","Future morning eat turn clear","deploy distributed technologies","misc","IMAGE","68.73","true","273"
"61","3","Western myself scientist tough","empower distributed systems","gadgets","IMAGE","290.80","true","81"
"62","3","High opportunity cause","repurpose seamless convergence","media","IMAGE","380.53","true","245"
"63","15","Five present art feel","extend rich markets","misc","IMAGE","110.03","false","0"
"64","15","Thousand act money at","cultivate strategic methodologies","media","IMAGE","3.46","true","60"
"65","19","Yourself their","scale distributed e-services","clothing","IMAGE","384.73","false","0"
"66","6","Its respond","synergize frictionless supply-chains","media","IMAGE","331.87","false","0"
"67","4","Value challenge firm decade","reinvent visionary convergence","media","IMAGE","218.62","false","0"
"68","23","Somebody keep daughter","unleash scalable architectures","food","IMAGE","119.81","true","446"
"69","5","Arm point community particularly","re-intermediate e-business mindshare","gadgets","IMAGE","394.45","false","0"
"70","14","Place might","visualize user-centric applications","media","IMAGE","250.32","false","0"
"71","6","Entire analysis clear about","visualize clicks-and-mortar channels","food","IMAGE","402.54","true","497"
"72","19","Newspaper determine cover part","expedite strategic vortals","gadgets","IMAGE","274.58","false","0"
"73","8","Miss couple","evolve best-of-breed deliverables","gadgets","IMAGE","96.25","false","0"
"74","21","Fine team effort","seize web-enabled paradigms","gadgets","IMAGE","478.70","true","5"
"75","14","Right answer speak without","target visionary initiatives","food","IMAGE","41.30","true","424"
"76","24","Increase try key","optimize cutting-edge schemas","media","IMAGE","20.23","true","251"
"77","7","Subject everything goal","brand sticky schemas","gadgets","IMAGE","312.69","true","365"
"78","9","Method left plant evening","utilize 24/7 e-business","food","IMAGE","88.93","false","0"
"79","7","Expect save process","extend cutting-edge markets","food","IMAGE","196.82","false","0"
"80","3","Grow push region produce develop","e-enable web-enabled partnerships","misc","IMAGE","157.86","false","0"
"81","7","Pick expert commercial special","engage world-class relationships","misc","IMAGE","325.03","true","449"
"82","12","Wish member baby","engineer best-of-breed models","misc","IMAGE","392.89","true","121"
"83","23","Staff service government","benchmark end-to-end functionalities","media","IMAGE","461.13","true","270"
"84","19","Majority final when new","leverage rich info-mediaries","misc","IMAGE","160.90","true","133"
"85","4","I course first factor want","architect robust vortals","clothing","IMAGE","175.56","true","134"
"86","11","Figure ground much","drive B2C convergence","food","IMAGE","251.80","true","13"
"87","7","Actually watch","harness innovative markets","gadgets","IMAGE","497.84","false","0"
"88","4","Large center find","visualize open-source e-markets","media","IMAGE","4.52","false","0"
"89","17","Source wonder relate service north","embrace transparent architectures","clothing","IMAGE","1.64","true","319"
"90","21","Style record bag down stock","reinvent interactive web-readiness","clothing","IMAGE","380.87","true","368"
"91","2","Until our per leader","orchestrate revolutionary portals","gadgets","IMAGE","412.94","false","0"
"92","0","Usually already bed fall character","incentivize synergistic communities","media","IMAGE","172.34","false","0"
"93","12","Financial too","engage collaborative paradigms","misc","IMAGE","292.70","false","0"
"94","21","Lay return","strategize cross-media models","food","IMAGE","10.34","true","131"
"95","21","Reflect upon yet seven several","mesh cross-platform architectures","gadgets","IMAGE","106.14","false","0"
"96","7","Purpose mouth then class test","orchestrate open-source synergies","misc","IMAGE","417.06","true","488"
"97","11","Fact fall manager idea","brand frictionless synergies","clothing","IMAGE","291.05","false","0"
"98","4","Upon we lose water","transition dot-com e-business","clothing","IMAGE","35.70","false","0"
"99","8","Morning as police","benchmark one-to-one mindshare","misc","IMAGE","309.49","false","0"
"100","8","Expect investment yard","unleash efficient portals","misc","IMAGE","269.70","false","0"
"101","10","Relationship it center","implement B2C web services","misc","IMAGE","196.46","false","0"
"102","1","Treatment PM sometimes set tonight","disintermediate granular methodologies","clothing","IMAGE","323.45","false","0"
"103","0","Number drug continue","engineer next-generation partnerships","misc","IMAGE","229.30","false","0"
"104","16","When clearly","re-contextualize innovative e-commerce","media","IMAGE","481.34","false","0"
"105","13","Particular before air action","morph 24/365 interfaces","media","IMAGE","223.99","false","0"
"106","22","Old great","maximize end-to-end networks","gadgets","IMAGE","167.03","false","0"
"107","15","Career bank ten guess attorney","unleash one-to-one web services","misc","IMAGE","241.05","false","0"
"108","0","Hotel by year player","deploy B2B metrics","clothing","IMAGE","206.39","true","84"
"109","4","Treat relate respond","drive revolutionary deliverables","food","IMAGE","421.71","false","0"
"110","5","Son spend ball company","morph 24/365 portals","gadgets","IMAGE","358.90","false","0"
"111","8","Very your choice too need","integrate virtual experiences","misc","IMAGE","17.96","false","0"
"112","2","Possible lead draw","target granular supply-chains","clothing","IMAGE","243.98","true","279"
"113","2","Gas spend bag into good","grow open-source architectures","misc","IMAGE","185.81","true","70"
"114","10","Consumer by","facilitate dynamic paradigms","media","IMAGE","330.07","false","0"
"115","12","Over some","leverage synergistic partnerships","media","IMAGE","27.56","false","0"
"116","19","Series public none sound include","utilize ubiquitous portals","clothing","IMAGE","486.49","true","184"
"117","3","Ago again identify","scale value-added vortals","media","IMAGE","404.70","false","0"
"118","15","Teach movie","strategize back-end web-readiness","misc","IMAGE","49.10","false","0"
"119","11","Likely almost","redefine front-end paradigms","food","IMAGE","192.43","true","484"
"120","17","Civil single city","innovate interactive e-business","gadgets","IMAGE","484.03","false","0"
"121","20","Analysis drive example color","incentivize synergistic e-services","clothing","IMAGE","449.53","false","0"
"122","11","Case north add us accept","synergize virtual eyeballs","food","IMAGE","12.41","true","20"
"123","1","Of challenge","orchestrate enterprise web-readiness","media","IMAGE","223.72","false","0"
"124","22","Two hair describe","strategize intuitive channels","media","IMAGE","289.84","false","0"
"125","3","Time early high trouble","incentivize compelling interfaces","misc","IMAGE","35.32","false","0"
"126","16","My page single theory","empower revolutionary e-business","gadgets","IMAGE","444.50","true","274"
"127","1","Require agree inside","cultivate impactful e-commerce","food","IMAGE","365.58","false","0"
"128","5","Future in opportunity","cultivate front-end mindshare","food","IMAGE","477.47","false","0"
"129","4","Group line million approach theory","morph virtual applications","gadgets","IMAGE","151.48","true","150"
"130","17","Alone improve heart decade","enable end-to-end initiatives","misc","IMAGE","182.21","true","221"
"131","18","Less politics religious back","brand global communities","clothing","IMAGE","106.21","true","16"
"132","16","Standard ground think","extend front-end supply-chains","food","IMAGE","410.52","false","0"
"133","5","Physical why mouth certain","synergize extensible action-items","media","IMAGE","177.49","false","0"
"134","16","Who yet spend","innovate B2C eyeballs","food","IMAGE","298.76","true","357"
"135","24","Other owner message","empower frictionless architectures","food","IMAGE","406.04","true","60"
"136","11","Five put hard recent","repurpose holistic e-services","clothing","IMAGE","287.70","true","400"
"137","16","Ago poor coach","mesh transparent metrics","clothing","IMAGE","224.90","false","0"
"138","8","Onto try","leverage visionary networks","food","IMAGE","469.48","true","330"
"139","18","Free medical lay lose","transform real-time mindshare","media","IMAGE","282.82","false","0"
"140","15","Congress must city","iterate B2B bandwidth","food","IMAGE","492.08","false","0"
"141","12","Well news enter director book","orchestrate bricks-and-clicks platforms","clothing","IMAGE","337.07","true","301"
"142","17","According television next","engineer holistic platforms","media","IMAGE","286.44","false","0"
"143","3","Drop marriage","monetize efficient e-services","food","IMAGE","253.45","false","0"
"144","2","Fight institution","extend out-of-the-box architectures","clothing","IMAGE","118.36","true","381"
"145","24","Process sit executive partner","e-enable 24/7 interfaces","gadgets","IMAGE","256.60","true","336"
"146","22","Place grow everyone win","revolutionize front-end platforms","media","IMAGE","462.37","true","229"
"147","4","Usually sea upon full","enhance one-to-one methodologies","media","IMAGE","499.49","false","0"
"148","16","Woman with not peace","innovate wireless mindshare","gadgets","IMAGE","249.29","false","0"
"149","16","Begin first","productize bleeding-edge e-commerce","food","IMAGE","294.98","true","209"
"150","2","Customer force both","exploit bricks-and-clicks web-readiness","clothing","IMAGE","487.05","true","196"
"151","17","Can start","expedite 24/365 infrastructures","media","IMAGE","101.00","false","0"
"152","2","Computer doctor up high southern","brand best-of-breed architectures","food","IMAGE","315.34","true","299"
"153","11","Still quality political other","evolve dot-com platforms","food","IMAGE","139.03","true","318"
"154","24","Her of process","aggregate next-generation mindshare","misc","IMAGE","61.71","true","355"
"155","15","Meeting language condition","engage cross-platform channels","media","IMAGE","130.48","true","290"
"156","16","Star tell law go","revolutionize transparent web-readiness","media","IMAGE","370.00","false","0"
"157","24","Difference drop local cell","grow front-end relationships","media","IMAGE","306.19","true","97"
"158","9","Piece but arrive garden free","re-intermediate granular bandwidth","media","IMAGE","347.24","false","0"
"159","15","Cold another way","revolutionize cross-platform methodologies","misc","IMAGE","96.92","false","0"
"160","5","Type Republican organization its plant","re-intermediate rich web services","misc","IMAGE","475.27","false","0"
"161","1","Maintain page fish","drive 24/365 synergies","food","IMAGE","31.17","true","227"
"162","21","Difference range technology serious international","visualize front-end methodologies","gadgets","IMAGE","252.87","true","84"
"163","11","Successful response hospital wrong fish","target innovative eyeballs","clothing","IMAGE","386.14","true","489"
"164","12","Remain decide happy another","strategize best-of-breed infrastructures","media","IMAGE","299.72","false","0"
"165","17","Plant whether protect","mesh holistic content","media","IMAGE","278.68","true","41"
"166","19","Sell daughter pay growth","evolve vertical action-items","misc","IMAGE","495.03","false","0"
"167","4","Election order everything stuff","enhance enterprise architectures","misc","IMAGE","474.43","true","422"
"168","18","Very analysis firm","benchmark holistic partnerships","misc","IMAGE","245.55","false","0"
"169","12","Bring parent","re-contextualize global eyeballs","food","IMAGE","60.90","false","0"
"170","7","Picture enough","embrace cross-media technologies","gadgets","IMAGE","315.81","true","382"
"171","17","Arrive middle add traditional standard","whiteboard back-end supply-chains","clothing","IMAGE","176.12","false","0"
"172","24","Edge bit","optimize end-to-end models","food","IMAGE","266.28","false","0"
"173","3","Student describe concern professional discover","aggregate visionary convergence","clothing","IMAGE","137.92","false","0"
"174","17","Democratic stock worker","empower clicks-and-mortar infrastructures","gadgets","IMAGE","157.90","false","0"
"175","1","Particularly factor","embrace frictionless niches","clothing","IMAGE","262.70","false","0"
"176","14","Increase mother","deploy 24/7 infrastructures","misc","IMAGE","237.41","true","152"
"177","7","Join recognize all structure point","empower intuitive web services","gadgets","IMAGE","162.70","false","0"
"178","1","Support realize cause","expedite leading-edge architectures","media","IMAGE","143.74","true","130"
"179","10","Majority large but hear minute","enhance compelling architectures","food","IMAGE","122.10","false","0"
"180","3","Tough whether address","engineer bricks-and-clicks deliverables","media","IMAGE","63.67","true","256"
"181","9","Identify likely view","streamline frictionless deliverables","gadgets","IMAGE","103.31","true","114"
"182","9","Control work name","reinvent bleeding-edge e-markets","clothing","IMAGE","124.97","true","452"
"183","18","Seat model similar","exploit vertical bandwidth","clothing","IMAGE","31.52","true","196"
"184","16","Defense mouth manage camera","evolve value-added infrastructures","food","IMAGE","492.95","true","382"
"185","12","Purpose world win product","morph intuitive communities","misc","IMAGE","124.94","true","440"
"186","1","Memory attack","grow interactive systems","clothing","IMAGE","307.80","false","0"
"187","0","Challenge project happen white maybe","scale dot-com channels","food","IMAGE","245.93","true","312"
"188","12","List key little fast","exploit open-source convergence","misc","IMAGE","194.50","false","0"
"189","22","Fear spring north dog","brand killer portals","misc","IMAGE","85.65","true","414"
"190","19","Series mother treat structure positive","redefine cross-platform portals","media","IMAGE","154.58","true","405"
"191","23","Why learn attention","aggregate sticky portals","food","IMAGE","422.27","true","317"
"192","5","Participant environment purpose prevent","utilize frictionless content","clothing","IMAGE","201.63","false","0"
"193","11","Old site","scale proactive ROI","food","IMAGE","304.68","false","0"
"194","11","That himself floor","generate virtual models","clothing","IMAGE","313.75","false","0"
"195","18","Wait technology town approach today","integrate global mindshare","food","IMAGE","214.39","false","0"
"196","20","Unit people research fund catch","repurpose efficient models","media","IMAGE","311.42","false","0"
"197","20","Learn senior","productize sticky mindshare","gadgets","IMAGE","286.91","false","0"
"198","19","Instead city type short","innovate one-to-one applications","food","IMAGE","429.23","false","0"
"199","9","Range international","empower one-to-one functionalities","gadgets","IMAGE","260.68","true","5"
"200","1","Address simply catch but his","syndicate proactive vortals","clothing","IMAGE","43.89","false","0"
"201","20","See different decide trip total","streamline wireless channels","misc","IMAGE","374.90","false","0"
"202","13","Throughout western world area","e-enable customized users","clothing","IMAGE","287.16","true","302"
"203","5","Office explain","morph killer interfaces","food","IMAGE","442.81","true","269"
"204","24","Then police","orchestrate B2B mindshare","clothing","IMAGE","480.14","false","0"
"205","0","Study form seem beat","architect dot-com systems","gadgets","IMAGE","349.62","false","0"
"206","17","Base firm himself idea lose","brand intuitive e-services","clothing","IMAGE","329.51","false","0"
"207","4","Century alone","visualize one-to-one web services","food","IMAGE","268.34","false","0"
"208","11","I spring season toward","target cross-media e-services","misc","IMAGE","19.92","false","0"
"209","11","Society according off little","disintermediate user-centric e-business","clothing","IMAGE","279.03","true","499"
"210","1","Grow wall conference especially low","redefine next-generation synergies","clothing","IMAGE","335.83","false","0"
"211","23","Raise suggest six claim","integrate compelling deliverables","clothing","IMAGE","426.49","false","0"
"212","21","Low trial religious your outside","repurpose virtual e-business","media","IMAGE","161.74","false","0"
"213","13","Show ten century involve down","synergize distributed action-items","clothing","IMAGE","130.30","false","0"
"214","14","Out perhaps chair","incentivize B2B portals","misc","IMAGE","88.68","true","458"
"215","14","Daughter consider group eat","exploit e-business users","media","IMAGE","463.26","false","0"
"216","12","Memory government image","drive vertical paradigms","clothing","IMAGE","489.25","true","434"
"217","17","Ball may read information","harness integrated markets","food","IMAGE","456.07","false","0"
"218","5","Past next final","productize next-generation info-mediaries","gadgets","IMAGE","112.86","true","372"
"219","2","Before wrong take old former","drive mission-critical networks","clothing","IMAGE","10.05","true","422"
"220","23","Before open hot","enable 24/365 niches","gadgets","IMAGE","81.23","true","71"
"221","4","Election small certainly","re-intermediate real-time e-tailers","food","IMAGE","69.84","false","0"
"222","5","That admit Mrs","syndicate end-to-end niches","food","IMAGE","459.92","false","0"
"223","19","About century debate","maximize clicks-and-mortar e-markets","clothing","IMAGE","74.62","true","258"
"224","10","Prove lead professional","grow bleeding-edge experiences","gadgets","IMAGE","345.90","true","52"
"225","11","Evening much why design","engage impactful partnerships","clothing","IMAGE","192.14","true","265"
"226","4","Century energy safe crime","generate virtual partnerships","gadgets","IMAGE","225.41","false","0"
"227","16","General television","extend integrated schemas","clothing","IMAGE","395.90","true","336"
"228","1","Pattern might offer","deploy best-of-breed bandwidth","clothing","IMAGE","200.11","true","275"
"229","12","Medical level president","integrate 24/365 e-services","clothing","IMAGE","48.76","false","0"
"230","13","Thought nature","mesh 24/365 e-tailers","media","IMAGE","46.24","true","263"
"231","4","Crime officer police it house","visualize back-end methodologies","media","IMAGE","327.80","true","180"
"232","11","Reduce alone culture","architect killer synergies","clothing","IMAGE","121.58","false","0"
"233","2","Everybody power hot scene view","productize seamless web services","food","IMAGE","314.15","false","0"
"234","11","Perform because technology important they","iterate vertical models","gadgets","IMAGE","73.66","false","0"
"235","23","Break focus raise","optimize bricks-and-clicks solutions","clothing","IMAGE","151.66","false","0"
"236","20","House central baby picture","orchestrate dynamic metrics","media","IMAGE","179.19","true","449"
"237","18","Enter deep walk cause","redefine cutting-edge ROI","food","IMAGE","153.96","false","0"
"238","18","Radio positive","transform mission-critical models","clothing","IMAGE","266.05","true","441"
"239","22","Beat start say either none","synergize granular action-items","food","IMAGE","347.74","true","489"
"240","15","During difficult religious push the","cultivate B2C applications","misc","IMAGE","90.08","true","144"
"241","3","Performance officer election","deploy revolutionary partnerships","clothing","IMAGE","423.57","true","178"
"242","10","Pm hospital against","envisioneer web-enabled e-tailers","food","IMAGE","303.92","true","127"
"243","16","Laugh wind action","morph next-generation applications","misc","IMAGE","280.16","false","0"
"244","22","Pretty write under fear knowledge","whiteboard real-time action-items","gadgets","IMAGE","462.99","false","0"
"245","2","Certain ago whom language","whiteboard front-end mindshare","misc","IMAGE","395.54","false","0"
"246","19","Season crime study environment style","unleash dot-com solutions","media","IMAGE","450.60","false","0"
"247","16","Car market wear commercial","implement best-of-breed supply-chains","gadgets","IMAGE","362.90","true","337"
"248","0","Financial perform turn form","revolutionize end-to-end experiences","food","IMAGE","127.45","false","0"
"249","14","Reach government support","deploy bricks-and-clicks applications","food","IMAGE","44.71","false","0"
"250","4","Administration sound","iterate integrated experiences","media","IMAGE","121.50","true","216"
"251","1","Over feeling money","engage cross-platform synergies","clothing","IMAGE","0.11","false","0"
"252","24","Laugh cup hear prove","target back-end users","clothing","IMAGE","480.57","false","0"
"253","0","Above form","architect extensible users","food","IMAGE","256.99","false","0"
"254","2","Name eye","streamline interactive initiatives","clothing","IMAGE","227.21","true","239"
"255","8","Key story agree","synergize vertical initiatives","food","IMAGE","158.10","false","0"
"256","6","Rich director population","deliver out-of-the-box ROI","media","IMAGE","327.01","false","0"
"257","19","Exist message list","iterate plug-and-play portals","gadgets","IMAGE","139.99","true","96"
"258","7","Food age listen small","scale front-end methodologies","clothing","IMAGE","10.13","false","0"
"259","23","Stand consider staff week own","engage global paradigms","media","IMAGE","211.59","false","0"
"260","11","Culture daughter","synthesize end-to-end web services","food","IMAGE","368.66","false","0"
"261","19","Debate into name","unleash cross-platform synergies","clothing","IMAGE","315.37","false","0"
"262","14","Reduce ask although get poor","synergize bleeding-edge technologies","media","IMAGE","497.51","true","322"
"263","13","Pull child push","brand impactful applications","misc","IMAGE","154.60","false","0"
"264","9","Stand one significant get","brand visionary systems","gadgets","IMAGE","33.87","true","170"
"265","7","Agency fund consumer through","matrix innovative platforms","clothing","IMAGE","482.77","true","118"
"266","20","Act minute treatment","innovate user-centric methodologies","media","IMAGE","91.37","false","0"
"267","14","When also long","productize sticky web services","food","IMAGE","242.93","false","0"
"268","23","Few allow star","facilitate plug-and-play partnerships","food","IMAGE","391.83","false","0"
"269","7","Plant nature day then","brand revolutionary paradigms","food","IMAGE","188.00","false","0"
"270","9","Ability person","orchestrate frictionless info-mediaries","food","IMAGE","299.17","true","486"
"271","23","Career big remember parent produce","aggregate mission-critical models","media","IMAGE","41.14","false","0"
"272","22","Would road collection big","iterate out-of-the-box e-commerce","misc","IMAGE","66.10","true","374"
"273","17","Behind social her","disintermediate world-class schemas","misc","IMAGE","279.50","false","0"
"274","7","Really check if since hair","envisioneer synergistic mindshare","gadgets","IMAGE","10.01","true","74"
"275","8","Present carry break","synthesize compelling web services","clothing","IMAGE","141.33","true","447"
"276","1","True goal section","aggregate mission-critical mindshare","media","IMAGE","74.80","false","0"
"277","10","Play pay real","seize wireless platforms","gadgets","IMAGE","396.49","false","0"
"278","1","Discuss almost serious Mr","revolutionize granular portals","food","IMAGE","381.34","true","172"
"279","20","Account question dinner write","re-contextualize virtual portals","gadgets","IMAGE","474.67","true","88"
"280","15","The particular available","envisioneer revolutionary portals","food","IMAGE","15.77","true","169"
"281","5","Doctor nature cup whom","visualize dynamic bandwidth","misc","IMAGE","337.57","false","0"
"282","11","Bring society industry control","cultivate bleeding-edge methodologies","media","IMAGE","391.76","true","342"
"283","6","Security including hot child investment","grow killer portals","food","IMAGE","358.20","true","155"
"284","23","Better child computer","morph next-generation vortals","misc","IMAGE","372.54","false","0"
"285","14","Economy fire education","envisioneer enterprise metrics","misc","IMAGE","11.63","true","217"
"286","8","Reveal whole increase beat","exploit efficient web-readiness","food","IMAGE","252.86","false","0"
"287","17","Near model new run","productize collaborative applications","clothing","IMAGE","412.75","true","311"
"288","11","Film at best","generate ubiquitous functionalities","clothing","IMAGE","478.63","false","0"
"289","14","Major western education","facilitate magnetic paradigms","gadgets","IMAGE","472.65","false","0"
"290","12","Practice organization fill can cause","optimize cross-platform solutions","food","IMAGE","13.62","false","0"
"291","2","Model cause letter career election","monetize synergistic channels","media","IMAGE","467.47","true","169"
"292","3","Person body","repurpose extensible applications","gadgets","IMAGE","92.98","true","337"
"293","24","If plan before talk","synthesize user-centric web services","media","IMAGE","454.48","true","220"
"294","6","Physical court author carry","harness bricks-and-clicks technologies","media","IMAGE","175.31","true","237"
"295","4","Sound market best only","grow turn-key ROI","food","IMAGE","338.40","true","140"
"296","11","Both focus","harness extensible supply-chains","food","IMAGE","96.84","false","0"
"297","20","College newspaper little","incentivize strategic deliverables","gadgets","IMAGE","459.90","true","27"
"298","12","Hospital machine","orchestrate B2B markets","food","IMAGE","77.80","true","428"
"299","12","Throughout example office between table","productize seamless interfaces","clothing","IMAGE","271.57","false","0"
"300","24","Phone positive idea throughout","reinvent granular infrastructures","clothing","IMAGE","326.66","false","0"
"301","21","Than probably before might","exploit seamless bandwidth","food","IMAGE","71.44","true","256"
"302","7","Assume trouble key","transform bricks-and-clicks e-services","food","IMAGE","165.17","true","122"
"303","19","Fire market gas wind task","productize real-time technologies","food","IMAGE","318.87","true","140"
"304","6","Nature street find community","streamline ubiquitous deliverables","misc","IMAGE","287.78","false","0"
"305","13","Part full your yeah","orchestrate proactive info-mediaries","clothing","IMAGE","0.10","true","437"
"306","4","Area traditional","repurpose dynamic partnerships","food","IMAGE","388.29","true","459"
"307","11","Worry week people worker","productize next-generation e-tailers","media","IMAGE","368.05","true","292"
"308","0","Scene increase simple as","whiteboard end-to-end vortals","gadgets","IMAGE","452.37","false","0"
"309","10","Including form entire thank kitchen","incubate open-source interfaces","gadgets","IMAGE","476.51","false","0"
"310","22","Degree training","target seamless interfaces","media","IMAGE","378.94","true","471"
"311","5","Couple year person understand","optimize real-time mindshare","misc","IMAGE","83.75","true","339"
"312","15","Loss easy why","embrace scalable deliverables","food","IMAGE","359.94","true","405"
"313","23","Third option","orchestrate best-of-breed experiences","gadgets","IMAGE","187.12","true","193"
"314","15","Friend through data","enhance visionary metrics","gadgets","IMAGE","48.17","false","0"
"315","3","Wait candidate under","empower efficient methodologies","gadgets","IMAGE","86.57","false","0"
"316","17","Senior how","streamline dynamic supply-chains","media","IMAGE","452.31","false","0"
"317","13","Buy assume part father himself","unleash leading-edge convergence","gadgets","IMAGE","86.11","false","0"
"318","14","Social per","leverage B2B schemas","misc","IMAGE","172.87","false","0"
"319","22","Social standard","empower plug-and-play technologies","food","IMAGE","207.03","false","0"
"320","3","Southern feel fear","orchestrate holistic systems","food","IMAGE","311.41","true","213"
"321","0","Surface weight southern","leverage strategic e-markets","misc","IMAGE","442.57","true","465"
"322","13","Car usually growth opportunity","transition strategic infrastructures","clothing","IMAGE","57.25","false","0"
"323","22","Agree tax form","seize dot-com systems","misc","IMAGE","383.04","false","0"
"324","14","Treatment development serious seat","implement impactful supply-chains","clothing","IMAGE","488.72","false","0"
"325","9","Computer respond current","embrace synergistic architectures","clothing","IMAGE","154.32","true","443"
"326","12","Project trade","optimize viral architectures","media","IMAGE","40.09","true","275"
"327","2","Food laugh newspaper","expedite mission-critical communities","clothing","IMAGE","392.77","true","448"
"328","14","Degree article available","visualize scalable metrics","clothing","IMAGE","87.63","true","267"
"329","9","Scientist nothing change suffer space","implement open-source experiences","gadgets","IMAGE","457.69","true","298"
"330","9","Off government","facilitate efficient convergence","food","IMAGE","153.72","true","181"
